dataset,filename,path,Early blight,Healthy,Late blight,Leaf Miner,Magnesium Deficiency,Nitrogen Deficiency,Pottassium Deficiency,Spotted Wilt Virus,SUM
test,IMG20220324184123_4.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220324184123_6.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220324184129_2.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220324184224_2.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325114801_6.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325120823_1.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325120823_4.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325133411_3.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325133411_7.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325133636_1.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220325135503_2.jpg,\test\Early_blight,1,,,,,,,,1
test,IMG20220323111607.jpg,\test\Early_blight_Leaf Miner,1,,,1,,,,,2
test,IMG20220324181405.jpg,\test\Early_blight_Leaf Miner,1,,,1,,,,,2
test,IMG20220324182113.jpg,\test\Early_blight_Leaf Miner,1,,,1,,,,,2
test,IMG20220325133825.jpg,\test\Early_blight_Leaf Miner,1,,,1,,,,,2
test,IMG20220325134450.jpg,\test\Early_blight_Leaf Miner_Magnesium Deficiency,1,,,1,1,,,,3
test,IMG20220325140718.jpg,\test\Early_blight_Leaf Miner_Magnesium Deficiency,1,,,1,1,,,,3
test,IMG20220325111217.jpg,\test\Early_blight_Magnesium Deficiency,1,,,,1,,,,2
test,IMG20220325112030.jpg,\test\Early_blight_Magnesium Deficiency,1,,,,1,,,,2
test,IMG20220325134457.jpg,\test\Early_blight_Magnesium Deficiency,1,,,,1,,,,2
test,IMG20220324112125.jpg,\test\Early_blight_Nitrogen Deficiency,1,,,,,1,,,2
test,IMG20220324112626.jpg,\test\Early_blight_Nitrogen Deficiency,1,,,,,1,,,2
test,IMG20220324112244.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324113314.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324114017.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324120217.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324120941.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324122505.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324175609.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324183255.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220324183802.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325120607.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325133850.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325133916.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325134430.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325134642.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325135027.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325135437.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325135822.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325141047.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325141447.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325141837.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325142117.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220325142503.jpg,\test\Healthy,,1,,,,,,,1
test,IMG20220323110731_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323122542_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323122542_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323122847_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323122853_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323123120_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323123120_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323124538_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323130006_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323130006_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323130415_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323175322_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323175322_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181018_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181018_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181034_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181127_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181342_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181703_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323181928_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323182317_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323182317_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323183710_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323185218_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323185218_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220323185543_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324104734_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324104748.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324104748_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324104748_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105453.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105456.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105858.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105858_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105923_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105933_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324105937_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324111719_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324111841_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324111841_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324120919_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121348_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121405_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121427.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121427_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121446_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121558.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121558_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121558_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121622_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121652.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121736_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324121736_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324175601_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324175754.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324175754_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324175754_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324180137_2.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324180137_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324181743_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324181752.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324181752_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325110723_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325110725_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325110725_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111259_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111332_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111332_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111334_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111400_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111403_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111408_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111417_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111516.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325111516_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134406.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134406_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134406_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134754_1.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134754_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134754_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134754_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134759_5.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325134759_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325135513.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325135513_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325141411_4.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325141411_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325142410.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325142437_7.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325142600_6.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220325142607_3.jpg,\test\Late_blight,,,1,,,,,,1
test,IMG20220324111123.jpg,\test\Late_blight_Leaf Miner,,,1,1,,,,,2
test,IMG20220324111129.jpg,\test\Late_blight_Leaf Miner,,,1,1,,,,,2
test,IMG20220325112958.jpg,\test\Late_blight_Leaf Miner,,,1,1,,,,,2
test,IMG20220323095239.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323100014.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323100035.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323102323.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323102602.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323103413.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323103618.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323103631.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323103715.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323105154.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323105244.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323105550.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323121813.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323122615.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323125557.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323125820.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323130211.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323131603.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323172208.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323180900.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323182407.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323184605.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323184609.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323184733.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323184815.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323185708.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323185719.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324110608.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324110820.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324112221.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324112317.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324113020.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324113337.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324113609.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324113748.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324113823.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324114506.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324114549.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324115123.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324115431.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324115518.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324121712.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324122536.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324175312.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324175328.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324175729.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324180037.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324180050.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324180110.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324180357.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324180542.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324180729.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324181142.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324181204.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324181349.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324181532.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324181641.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324182515.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324182834.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324183511.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324183613.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324183726.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324183847.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324184049.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220324184313.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325104919.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325105630.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325110252.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325110516.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325112408.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325112748.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325112914.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325113515.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325113800.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114103.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114106.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114300.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114538.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114541.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114708.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114835.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114912.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114914.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325114939.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325120100.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325120151.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325120626.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325133234.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325133610.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325134105.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325134517.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325134544.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325135115.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325135156.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325140123.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325140147.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325141015.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325141023.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325141120.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325141450.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325141605.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325141923.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325142005.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220325142605.jpg,\test\Leaf Miner,,,,1,,,,,1
test,IMG20220323101240.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220323131016.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220323131137.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324105628.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324112052.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324113443.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324113649.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324114603.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324121321.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324182956.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324183010.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325104627.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325104807.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325104851.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325105409.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325105511.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325105550.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325105958.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325110712.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325110729.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325111737.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325112158.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325112336.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325113125.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325113520.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325113522.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325113939.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325114440.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325114442.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325114909.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325115157.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325115218.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325115312.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325115700.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325115944.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120137.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120318.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120400.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120431.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120638.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120747.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120905.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120935.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120938.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325120950.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325121230.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325134235.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325134807.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325135506.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325135626.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325135755.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325135827.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220325141258.jpg,\test\Leaf Miner_Magnesium Deficiency,,,,1,1,,,,2
test,IMG20220324110041.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220324110742.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220324111243.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220324111754.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325110349.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325111908.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325111928.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325115524.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325115535.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325121131.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325134343.jpg,\test\Leaf Miner_Nitrogen Deficiency,,,,1,,1,,,2
test,IMG20220325111149.jpg,\test\Leaf Miner_pottassium,,,,1,,,1,,2
test,IMG20220325120012.jpg,\test\Leaf Miner_pottassium,,,,1,,,1,,2
test,IMG20220323094749.jpg,\test\Leaf Miner_Spotted Wilt Virus,,,,1,,,,1,2
test,IMG20220323101204.jpg,\test\Leaf Miner_Spotted Wilt Virus,,,,1,,,,1,2
